draft_pick,team,name,pos,age,ht,wt,college,college/yrs,meets,draft_value_score,draft_round,is_early_pick,age_normalized,college_years_numeric,college_years_normalized,age_experience_ratio,height_numeric,weight_numeric,bmi,position,position_tier,is_qb,is_defensive,meets_numeric,meets_normalized,college_frequency,college_frequency_normalized,scout_grade,position_avg_pick,pick_vs_position_avg,draft_predictability,pos_tier_LINE,pos_tier_OTHER,pos_tier_SKILL
17,SFO,Mike Iupati,G,23.0,2020.0,1,4,10,67.0,0.93359375,1,1,0.6,10,0.6666666666666666,2.3,2020.0,1,0.00017228703068326634,G,OTHER,0,0,67.0,0.5317460317460317,4,0.006772009029345372,56.11411081550754,137.65217391304347,-120.65217391304347,0.8765003158559697,False,True,False
18,PIT,Maurkice Pouncey,C,21.0,2020.0,2,9,9,78.0,0.9296875,1,1,0.2,9,0.6,2.3333333333333335,2020.0,2,0.0003445740613665327,C,LINE,0,0,78.0,0.6190476190476191,1,0.0,65.56845238095238,138.06666666666666,-120.06666666666666,0.8696281989377113,True,False,False
19,ATL,Sean Weatherspoon,LB,22.0,2017.0,0,0,2,22.0,0.92578125,1,1,0.4,2,0.13333333333333333,11.0,2017.0,0,0.0,LB,OTHER,0,0,22.0,0.1746031746031746,444,1.0,72.5233134920635,117.67796610169492,-98.67796610169492,0.8385424168226991,False,True,False
20,HOU,Kareem Jackson,DB,22.0,2024.0,0,0,12,52.0,0.921875,1,1,0.4,12,0.8,1.8333333333333333,2024.0,0,0.0,DB,OTHER,0,1,52.0,0.4126984126984127,444,1.0,77.12896825396825,129.9814814814815,-109.9814814814815,0.8461319276250179,False,True,False
21,CIN,Jermaine Gresham,TE,22.0,2018.0,0,2,9,28.0,0.91796875,1,1,0.4,9,0.6,2.4444444444444446,2018.0,0,0.0,TE,SKILL,0,0,28.0,0.2222222222222222,14,0.029345372460496615,53.750101893654374,149.6578947368421,-128.6578947368421,0.8596799718656585,False,False,True
22,DEN,Demaryius Thomas,WR,22.0,2019.0,0,5,8,69.0,0.9140625,1,1,0.4,8,0.5333333333333333,2.75,2019.0,0,0.0,WR,SKILL,0,0,69.0,0.5476190476190477,5,0.009029345372460496,59.69546785983016,129.13846153846154,-107.13846153846154,0.8296402192041935,False,False,True
23,GNB,Bryan Bulaga,T,21.0,2021.0,0,0,9,56.0,0.91015625,1,1,0.2,9,0.6,2.3333333333333335,2021.0,0,0.0,T,OTHER,0,0,56.0,0.4444444444444444,444,1.0,81.29513888888889,110.17073170731707,-87.17073170731707,0.7912331193269869,False,True,False
24,DAL,Dez Bryant,WR,21.0,2020.0,1,3,7,61.0,0.90625,1,1,0.2,7,0.4666666666666667,3.0,2020.0,1,0.00017228703068326634,WR,SKILL,0,0,61.0,0.48412698412698413,9,0.01805869074492099,62.293713497438105,129.13846153846154,-105.13846153846154,0.8141529664045747,False,False,True
25,DEN,Tim Tebow,QB,23.0,2012.0,0,0,1,12.0,0.90234375,1,1,0.6,1,0.06666666666666667,23.0,2012.0,0,0.0,QB,SKILL,1,0,12.0,0.09523809523809523,444,1.0,65.9985119047619,129.25,-104.25,0.8065764023210832,False,False,True
26,ARI,Dan Williams,DT,23.0,2016.0,0,0,6,29.0,0.8984375,1,1,0.6,6,0.4,3.8333333333333335,2016.0,0,0.0,DT,LINE,0,1,29.0,0.23015873015873015,444,1.0,68.54067460317461,118.3076923076923,-92.3076923076923,0.7802340702210663,True,False,False
27,NWE,Devin McCourty,DB,23.0,2022.0,0,2,13,71.0,0.89453125,1,1,0.6,13,0.8666666666666667,1.7692307692307692,2022.0,0,0.0,DB,OTHER,0,1,71.0,0.5634920634920635,14,0.029345372460496615,55.6379987190512,129.9814814814815,-102.9814814814815,0.792278102293774,False,True,False
28,MIA,Jared Odrick,DE,22.0,2016.0,0,0,3,29.0,0.890625,1,1,0.4,3,0.2,7.333333333333333,2016.0,0,0.0,DE,LINE,0,1,29.0,0.23015873015873015,444,1.0,72.22817460317461,119.0377358490566,-91.0377358490566,0.7647804723411,True,False,False
29,NYJ,Kyle Wilson,DB,23.0,2015.0,0,0,2,16.0,0.88671875,1,1,0.6,2,0.13333333333333333,11.5,2015.0,0,0.0,DB,OTHER,0,1,16.0,0.12698412698412698,444,1.0,66.00843253968254,129.9814814814815,-100.9814814814815,0.7768912950562759,False,True,False
30,DET,Jahvid Best,RB,21.0,2011.0,0,0,2,13.0,0.8828125,1,1,0.2,2,0.13333333333333333,10.5,2011.0,0,0.0,RB,SKILL,0,0,13.0,0.10317460317460317,444,1.0,73.37599206349206,136.73684210526315,-106.73684210526315,0.7806004618937644,False,False,True
31,IND,Jerry Hughes,DE,22.0,2024.0,0,0,9,68.0,0.87890625,1,1,0.4,9,0.6,2.4444444444444446,2024.0,0,0.0,DE,LINE,0,1,68.0,0.5396825396825397,444,1.0,77.9499007936508,119.0377358490566,-88.0377358490566,0.7395783800919321,True,False,False
32,NOR,Patrick Robinson,DB,23.0,2020.0,0,0,1,25.0,0.875,1,1,0.6,1,0.06666666666666667,23.0,2020.0,0,0.0,DB,OTHER,0,1,25.0,0.1984126984126984,444,1.0,66.96825396825396,129.9814814814815,-97.9814814814815,0.7538110842000285,False,True,False
33,STL,Rodger Saffold,T,22.0,2022.0,0,2,11,71.0,0.87109375,2,1,0.4,11,0.7333333333333333,2.0,2022.0,0,0.0,T,OTHER,0,0,71.0,0.5634920634920635,14,0.029345372460496615,58.7004987190512,110.17073170731707,-77.17073170731707,0.7004649103387204,False,True,False
34,MIN,Chris Cook,DB,23.0,2014.0,0,0,2,10.0,0.8671875,2,1,0.6,2,0.13333333333333333,11.5,2014.0,0,0.0,DB,OTHER,0,1,10.0,0.07936507936507936,444,1.0,64.27480158730158,129.9814814814815,-95.9814814814815,0.7384242769625303,False,True,False
35,TAM,Brian Price,DT,21.0,2011.0,0,0,1,4.0,0.86328125,2,1,0.2,1,0.06666666666666667,21.0,2011.0,0,0.0,DT,LINE,0,1,4.0,0.031746031746031744,444,1.0,71.16617063492063,118.3076923076923,-83.3076923076923,0.7041612483745123,True,False,False
36,KAN,Dexter McCluster,WR,21.0,2016.0,0,1,1,21.0,0.859375,2,1,0.2,1,0.06666666666666667,21.0,2016.0,0,0.0,WR,SKILL,0,0,21.0,0.16666666666666666,26,0.056433408577878104,54.8370015048909,129.13846153846154,-93.13846153846154,0.7212294496068621,False,False,True
37,PHI,Nate Allen,DB,22.0,2017.0,0,0,5,29.0,0.85546875,2,1,0.4,5,0.3333333333333333,4.4,2017.0,0,0.0,DB,OTHER,0,1,29.0,0.23015873015873015,444,1.0,70.82192460317461,129.9814814814815,-92.9814814814815,0.715344066106283,False,True,False
38,CLE,T.J. Ward,DB,23.0,2017.0,0,3,7,41.0,0.8515625,2,1,0.6,7,0.4666666666666667,3.2857142857142856,2017.0,0,0.0,DB,OTHER,0,1,41.0,0.3253968253968254,9,0.01805869074492099,48.93161032283493,129.9814814814815,-91.9814814814815,0.7076506624875338,False,True,False
39,TAM,Arrelious Benn,WR,21.0,2017.0,0,0,2,8.0,0.84765625,2,1,0.2,2,0.13333333333333333,10.5,2017.0,0,0.0,WR,SKILL,0,0,8.0,0.06349206349206349,444,1.0,71.17609126984127,129.13846153846154,-90.13846153846154,0.6979985704074338,False,False,True
40,MIA,Koa Misi,LB,23.0,2016.0,0,0,6,30.0,0.84375,2,1,0.6,6,0.4,3.8333333333333335,2016.0,0,0.0,LB,OTHER,0,0,30.0,0.23809523809523808,444,1.0,66.51190476190476,117.67796610169492,-77.67796610169492,0.6600892985741035,False,True,False
41,BUF,Torell Troup,DT,21.0,2011.0,0,0,0,2.0,0.83984375,2,1,0.2,0,0.0,21.0,2011.0,0,0.0,DT,LINE,0,1,2.0,0.015873015873015872,444,1.0,69.91121031746032,118.3076923076923,-77.3076923076923,0.653446033810143,True,False,False
42,NWE,Rob Gronkowski,TE,21.0,2021.0,4,5,11,78.0,0.8359375,2,1,0.2,11,0.7333333333333333,1.9090909090909092,2021.0,4,0.0006884663042017255,TE,SKILL,0,0,78.0,0.6190476190476191,5,0.009029345372460496,61.99903928840159,149.6578947368421,-107.65789473684211,0.7193599437313171,False,False,True
43,BAL,Sergio Kindle,LB,22.0,2012.0,0,0,0,0.0,0.83203125,2,1,0.4,0,0.0,22.0,2012.0,0,0.0,LB,OTHER,0,0,0.0,0.0,444,1.0,65.28125,117.67796610169492,-74.67796610169492,0.6345959959671612,False,True,False
44,OAK,Lamarr Houston,DE,23.0,2017.0,0,0,5,31.0,0.828125,2,1,0.6,5,0.3333333333333333,4.6,2017.0,0,0.0,DE,LINE,0,1,31.0,0.24603174603174602,444,1.0,66.04563492063492,119.0377358490566,-75.0377358490566,0.6303693136788715,True,False,False
45,DEN,Zane Beadles,G,23.0,2018.0,0,1,7,53.0,0.82421875,2,1,0.6,7,0.4666666666666667,3.2857142857142856,2018.0,0,0.0,G,OTHER,0,0,53.0,0.42063492063492064,26,0.056433408577878104,50.510116584255975,137.65217391304347,-92.65217391304347,0.6730890713834491,False,True,False
46,NYG,Linval Joseph,DT,21.0,2024.0,0,2,11,70.0,0.8203125,2,1,0.2,11,0.7333333333333333,1.9090909090909092,2024.0,0,0.0,DT,LINE,0,1,70.0,0.5555555555555556,14,0.029345372460496615,60.510518560321046,118.3076923076923,-72.3076923076923,0.6111833550065019,True,False,False
47,ARI,Daryl Washington,LB,23.0,2013.0,0,1,4,34.0,0.81640625,2,1,0.6,4,0.26666666666666666,5.75,2013.0,0,0.0,LB,OTHER,0,0,34.0,0.2698412698412698,26,0.056433408577878104,47.18174356838296,117.67796610169492,-70.67796610169492,0.6006049258245715,False,True,False
48,CAR,Jimmy Clausen,QB,22.0,2015.0,0,0,1,3.0,0.8125,2,1,0.4,1,0.06666666666666667,22.0,2015.0,0,0.0,QB,SKILL,1,0,3.0,0.023809523809523808,444,1.0,64.97619047619048,129.25,-81.25,0.6286266924564797,False,False,True
49,SFO,Taylor Mays,DB,22.0,2015.0,0,0,0,9.0,0.80859375,2,1,0.4,0,0.0,22.0,2015.0,0,0.0,DB,OTHER,0,1,9.0,0.07142857142857142,444,1.0,65.77232142857143,129.9814814814815,-80.9814814814815,0.6230232226812936,False,True,False
50,KAN,Javier Arenas,DB,22.0,2014.0,0,0,1,9.0,0.8046875,2,1,0.4,1,0.06666666666666667,22.0,2014.0,0,0.0,DB,OTHER,0,1,9.0,0.07142857142857142,444,1.0,65.61607142857143,129.9814814814815,-79.9814814814815,0.6153298190625446,False,True,False
51,MIN,Toby Gerhart,RB,23.0,2015.0,0,0,0,16.0,0.80078125,2,1,0.6,0,0.0,23.0,2015.0,0,0.0,RB,SKILL,0,0,16.0,0.12698412698412698,444,1.0,62.57093253968254,136.73684210526315,-85.73684210526315,0.6270207852193995,False,False,True
52,PIT,Jason Worilds,DE,22.0,2014.0,0,0,2,22.0,0.796875,2,1,0.4,2,0.13333333333333333,11.0,2014.0,0,0.0,DE,LINE,0,1,22.0,0.1746031746031746,444,1.0,67.3670634920635,119.0377358490566,-67.0377358490566,0.5631637343477571,True,False,False
53,NWE,Jermaine Cunningham,LB,22.0,2013.0,0,0,1,8.0,0.79296875,2,1,0.4,1,0.06666666666666667,22.0,2013.0,0,0.0,LB,OTHER,0,0,8.0,0.06349206349206349,444,1.0,64.98859126984127,117.67796610169492,-64.67796610169492,0.549618320610687,False,True,False
54,CIN,Carlos Dunlap,DE,21.0,2022.0,0,2,7,67.0,0.7890625,2,1,0.2,7,0.4666666666666667,3.0,2022.0,0,0.0,DE,LINE,0,1,67.0,0.5317460317460317,14,0.029345372460496615,58.784328084130564,119.0377358490566,-65.0377358490566,0.5463623395149786,True,False,False
55,DAL,Sean Lee,LB,24.0,2020.0,1,2,7,53.0,0.78515625,2,1,0.8,7,0.4666666666666667,3.4285714285714284,2020.0,1,0.00017228703068326634,LB,OTHER,0,0,53.0,0.42063492063492064,14,0.029345372460496615,44.40585586190834,117.67796610169492,-62.67796610169492,0.5326227855393922,False,True,False
56,GNB,Mike Neal,DE,23.0,2015.0,0,0,2,17.0,0.78125,2,1,0.6,2,0.13333333333333333,11.5,2015.0,0,0.0,DE,LINE,0,1,17.0,0.1349206349206349,444,1.0,61.948412698412696,119.0377358490566,-63.0377358490566,0.5295609446822,True,False,False
57,BAL,Terrence Cody,DT,22.0,2014.0,0,0,1,14.0,0.77734375,2,1,0.4,1,0.06666666666666667,22.0,2014.0,0,0.0,DT,LINE,0,1,14.0,0.1111111111111111,444,1.0,65.31597222222223,118.3076923076923,-61.30769230769231,0.5182054616384916,True,False,False
58,HOU,Ben Tate,RB,22.0,2014.0,0,0,0,14.0,0.7734375,2,1,0.4,0,0.0,22.0,2014.0,0,0.0,RB,SKILL,0,0,14.0,0.1111111111111111,444,1.0,65.15972222222223,136.73684210526315,-78.73684210526315,0.5758275596612779,False,False,True
59,CLE,Montario Hardesty,RB,23.0,2012.0,0,0,0,4.0,0.76953125,2,1,0.6,0,0.0,23.0,2012.0,0,0.0,RB,SKILL,0,0,4.0,0.031746031746031744,444,1.0,59.41617063492063,136.73684210526315,-77.73684210526315,0.5685142417244033,False,False,True
60,SEA,Golden Tate,WR,22.0,2020.0,0,1,7,58.0,0.765625,2,1,0.4,7,0.4666666666666667,3.142857142857143,2020.0,0,0.0,WR,SKILL,0,0,58.0,0.4603174603174603,26,0.056433408577878104,52.960017377906766,129.13846153846154,-69.13846153846154,0.5353824160114368,False,False,True
61,NYJ,Vlad Ducasse,T,22.0,2018.0,0,0,4,21.0,0.76171875,2,1,0.4,4,0.26666666666666666,5.5,2018.0,0,0.0,T,OTHER,0,0,21.0,0.16666666666666666,444,1.0,65.80208333333333,110.17073170731707,-49.170731707317074,0.44631392517157403,False,True,False
62,NWE,Brandon Spikes,LB,23.0,2016.0,0,0,5,25.0,0.7578125,2,1,0.6,5,0.3333333333333333,4.6,2016.0,0,0.0,LB,OTHER,0,0,25.0,0.1984126984126984,444,1.0,62.28075396825397,117.67796610169492,-55.67796610169492,0.4731384127898603,False,True,False
63,IND,Pat Angerer,LB,23.0,2013.0,0,0,3,18.0,0.75390625,2,1,0.6,3,0.2,7.666666666666667,2013.0,0,0.0,LB,OTHER,0,0,18.0,0.14285714285714285,444,1.0,61.013392857142854,117.67796610169492,-54.67796610169492,0.4646406452542129,False,True,False
64,NOR,Charles Brown,T,23.0,2015.0,0,0,1,15.0,0.75,2,1,0.6,1,0.06666666666666667,23.0,2015.0,0,0.0,T,OTHER,0,0,15.0,0.11904761904761904,444,1.0,60.38095238095238,110.17073170731707,-46.170731707317074,0.4190834624750941,False,True,False
65,STL,Jerome Murphy,DB,23.0,2013.0,0,0,0,3.0,0.74609375,3,0,0.6,0,0.0,23.0,2013.0,0,0.0,DB,OTHER,0,1,3.0,0.023809523809523808,444,1.0,58.319940476190474,129.9814814814815,-64.9814814814815,0.49992876478130793,False,True,False
66,DET,Amari Spievey,DB,22.0,2012.0,0,0,2,11.0,0.7421875,3,0,0.4,2,0.13333333333333333,11.0,2012.0,0,0.0,DB,OTHER,0,1,11.0,0.0873015873015873,444,1.0,63.43353174603175,129.9814814814815,-63.981481481481495,0.49223536116255884,False,True,False
67,TAM,Myron Lewis,DB,22.0,2012.0,0,0,0,1.0,0.73828125,3,0,0.4,0,0.0,22.0,2012.0,0,0.0,DB,OTHER,0,1,1.0,0.007936507936507936,444,1.0,61.68998015873016,129.9814814814815,-62.981481481481495,0.4845419575438097,False,True,False
68,KAN,Jon Asamoah,G,22.0,2014.0,0,0,4,21.0,0.734375,3,0,0.4,4,0.26666666666666666,5.5,2014.0,0,0.0,G,OTHER,0,0,21.0,0.16666666666666666,444,1.0,64.70833333333333,137.65217391304347,-69.65217391304347,0.5060012634238786,False,True,False
69,OAK,Jared Veldheer,T,23.0,2020.0,0,0,8,45.0,0.73046875,3,0,0.6,8,0.5333333333333333,2.875,2020.0,0,0.0,T,OTHER,0,0,45.0,0.35714285714285715,444,1.0,64.36160714285714,110.17073170731707,-41.170731707317074,0.3736993579809608,False,True,False
70,BAL,Ed Dickson,TE,23.0,2018.0,0,0,7,16.0,0.7265625,3,0,0.6,7,0.4666666666666667,3.2857142857142856,2018.0,0,0.0,TE,SKILL,0,0,16.0,0.12698412698412698,444,1.0,59.60218253968254,149.6578947368421,-79.65789473684211,0.5322665728855284,False,False,True
71,GNB,Morgan Burnett,DB,21.0,2019.0,0,0,8,32.0,0.72265625,3,0,0.2,8,0.5333333333333333,2.625,2019.0,0,0.0,DB,OTHER,0,1,32.0,0.25396825396825395,444,1.0,69.98561507936508,129.9814814814815,-58.981481481481495,0.45376834306881325,False,True,False
72,BUF,Alex Carrington,DE,23.0,2015.0,0,0,1,7.0,0.71875,3,0,0.6,1,0.06666666666666667,23.0,2015.0,0,0.0,DE,LINE,0,1,7.0,0.05555555555555555,444,1.0,57.861111111111114,119.0377358490566,-47.0377358490566,0.39514978601997147,True,False,False
73,MIA,John Jerry,T,24.0,2019.0,0,0,6,40.0,0.71484375,3,0,0.8,6,0.4,4.0,2019.0,0,0.0,T,OTHER,0,0,40.0,0.31746031746031744,444,1.0,58.94295634920635,110.17073170731707,-37.170731707317074,0.3373920743856542,False,True,False
74,JAX,D'Anthony Smith,DT,22.0,2015.0,0,0,0,1.0,0.7109375,3,0,0.4,0,0.0,22.0,2015.0,0,0.0,DT,LINE,0,1,1.0,0.007936507936507936,444,1.0,60.59623015873016,118.3076923076923,-44.30769230769231,0.3745123537061118,True,False,False
75,CHI,Major Wright,DB,22.0,2016.0,0,0,3,20.0,0.70703125,3,0,0.4,3,0.2,7.333333333333333,2016.0,0,0.0,DB,OTHER,0,1,20.0,0.15873015873015872,444,1.0,63.45585317460318,129.9814814814815,-54.981481481481495,0.42299472859381687,False,True,False
76,NYG,Chad Jones,DB,23.0,2014.0,0,0,0,9.0,0.703125,3,0,0.6,0,0.0,22.0,2014.0,0,0.0,DB,OTHER,0,1,9.0,0.07142857142857142,444,1.0,50.03125,129.9814814814815,-53.981481481481495,0.4153013249750677,False,True,False
77,TEN,Damian Williams,WR,22.0,2014.0,0,0,1,10.0,0.69921875,3,0,0.4,1,0.06666666666666667,22.0,2014.0,0,0.0,WR,SKILL,0,0,10.0,0.07936507936507936,444,1.0,61.55605158730159,129.13846153846154,-52.13846153846154,0.40374076721467717,False,False,True
78,CAR,Brandon LaFell,WR,23.0,2018.0,0,0,5,43.0,0.6953125,3,0,0.6,5,0.3333333333333333,4.6,2018.0,0,0.0,WR,SKILL,0,0,43.0,0.3412698412698413,444,1.0,62.63789682539682,129.13846153846154,-51.13846153846154,0.39599714081486775,False,False,True
79,SDG,Donald Butler,LB,21.0,2016.0,0,0,5,29.0,0.69140625,3,0,0.2,5,0.3333333333333333,4.2,2016.0,0,0.0,LB,OTHER,0,0,29.0,0.23015873015873015,444,1.0,68.25942460317461,117.67796610169492,-38.67796610169492,0.32867636468385425,False,True,False
80,DEN,J.D. Walton,C,23.0,2015.0,0,0,3,22.0,0.6875,3,0,0.6,3,0.2,7.666666666666667,2015.0,0,0.0,C,LINE,0,0,22.0,0.1746031746031746,444,1.0,58.992063492063494,138.06666666666666,-58.06666666666666,0.42056977305649446,True,False,False
81,HOU,Earl Mitchell,DT,22.0,2019.0,0,0,4,29.0,0.68359375,3,0,0.4,4,0.26666666666666666,5.5,2019.0,0,0.0,DT,LINE,0,1,29.0,0.23015873015873015,444,1.0,63.9469246031746,118.3076923076923,-37.30769230769231,0.3153446033810143,True,False,False
82,PIT,Emmanuel Sanders,WR,23.0,2021.0,0,2,9,63.0,0.6796875,3,0,0.6,9,0.6,2.5555555555555554,2021.0,0,0.0,WR,SKILL,0,0,63.0,0.5,14,0.029345372460496615,45.77440744920993,129.13846153846154,-47.13846153846154,0.3650226352156302,False,False,True
83,ATL,Corey Peters,DT,22.0,2022.0,0,0,9,49.0,0.67578125,3,0,0.4,9,0.6,2.4444444444444446,2022.0,0,0.0,DT,LINE,0,1,49.0,0.3888888888888889,444,1.0,66.80902777777777,118.3076923076923,-35.30769230769231,0.29843953185955785,True,False,False
84,CIN,Jordan Shipley,WR,24.0,2012.0,0,0,0,7.0,0.671875,3,0,0.8,0,0.0,24.0,2012.0,0,0.0,WR,SKILL,0,0,7.0,0.05555555555555555,444,1.0,51.986111111111114,129.13846153846154,-45.13846153846154,0.34953538241601145,False,False,True
85,CLE,Colt McCoy,QB,24.0,2022.0,0,0,2,17.0,0.66796875,3,0,0.8,2,0.13333333333333333,12.0,2022.0,0,0.0,QB,SKILL,1,0,17.0,0.1349206349206349,444,1.0,53.417162698412696,129.25,-44.25,0.34235976789168276,False,False,True
86,PHI,Daniel Te'o-Nesheim,DE,23.0,2013.0,0,0,2,12.0,0.6640625,3,0,0.6,2,0.13333333333333333,11.5,2013.0,0,0.0,DE,LINE,0,1,12.0,0.09523809523809523,444,1.0,56.467261904761905,119.0377358490566,-33.0377358490566,0.2775400221905215,True,False,False
87,DEN,Eric Decker,WR,23.0,2017.0,0,0,5,45.0,0.66015625,3,0,0.6,5,0.3333333333333333,4.6,2017.0,0,0.0,WR,SKILL,0,0,45.0,0.35714285714285715,444,1.0,61.549107142857146,129.13846153846154,-42.13846153846154,0.3263045032165833,False,False,True
88,ARI,Andre Roberts,WR,22.0,2022.0,1,3,2,24.0,0.65625,3,0,0.4,2,0.13333333333333333,11.0,2022.0,1,0.00017194637425510287,WR,SKILL,0,0,24.0,0.19047619047619047,9,0.01805869074492099,42.42069762442223,129.13846153846154,-41.13846153846154,0.3185608768167739,False,False,True
89,CAR,Armanti Edwards,WR,22.0,2013.0,0,0,0,1.0,0.65234375,3,0,0.4,0,0.0,22.0,2013.0,0,0.0,WR,SKILL,0,0,1.0,0.007936507936507936,444,1.0,58.25248015873016,129.13846153846154,-40.13846153846154,0.3108172504169645,False,False,True
90,NWE,Taylor Price,WR,22.0,2011.0,0,0,0,1.0,0.6484375,3,0,0.4,0,0.0,22.0,2011.0,0,0.0,WR,SKILL,0,0,1.0,0.007936507936507936,444,1.0,58.09623015873016,129.13846153846154,-39.13846153846154,0.30307362401715515,False,False,True
91,SFO,NaVorro Bowman,LB,22.0,2017.0,4,3,5,71.0,0.64453125,3,0,0.4,5,0.3333333333333333,4.4,2017.0,4,0.0006911996664937029,LB,OTHER,0,0,71.0,0.5634920634920635,9,0.01805869074492099,49.41226508473969,117.67796610169492,-26.67796610169492,0.2267031542560853,False,True,False
92,CLE,Shawn Lauvao,G,22.0,2018.0,0,0,7,36.0,0.640625,3,0,0.4,7,0.4666666666666667,3.142857142857143,2018.0,0,0.0,G,OTHER,0,0,36.0,0.2857142857142857,444,1.0,63.339285714285715,137.65217391304347,-45.65217391304347,0.33164876816171823,False,True,False
93,KAN,Tony Moeaki,TE,23.0,2015.0,0,0,2,10.0,0.63671875,3,0,0.6,2,0.13333333333333333,11.5,2015.0,0,0.0,TE,SKILL,0,0,10.0,0.07936507936507936,444,1.0,55.05605158730159,149.6578947368421,-56.65789473684211,0.3785827325479163,False,False,True
94,IND,Kevin Thomas,DB,23.0,2011.0,0,0,0,2.0,0.6328125,3,0,0.6,0,0.0,23.0,2011.0,0,0.0,DB,OTHER,0,1,2.0,0.015873015873015872,444,1.0,53.629960317460316,129.9814814814815,-35.981481481481495,0.2768200598375838,False,True,False
95,NOR,Jimmy Graham,TE,23.0,2023.0,1,5,10,61.0,0.62890625,3,0,0.6,10,0.6666666666666666,2.3,2023.0,1,0.00017177642479747853,TE,SKILL,0,0,61.0,0.48412698412698413,5,0.009029345372460496,43.019376589988894,149.6578947368421,-54.65789473684211,0.3652189203446457,False,False,True
96,CIN,Brandon Ghee,DB,23.0,2014.0,0,0,0,2.0,0.625,3,0,0.6,0,0.0,23.0,2014.0,0,0.0,DB,OTHER,0,1,2.0,0.015873015873015872,444,1.0,53.317460317460316,129.9814814814815,-33.981481481481495,0.26143325260008554,False,True,False
97,TEN,Rennie Curran,LB,21.0,2010.0,0,0,0,1.0,0.62109375,4,0,0.2,0,0.0,21.0,2010.0,0,0.0,LB,OTHER,0,0,1.0,0.007936507936507936,444,1.0,61.00248015873016,117.67796610169492,-20.67796610169492,0.17571654904220083,False,True,False
98,ATL,Mike Johnson,G,23.0,2012.0,0,0,0,2.0,0.6171875,4,0,0.6,0,0.0,23.0,2012.0,0,0.0,G,OTHER,0,0,2.0,0.015873015873015872,444,1.0,53.004960317460316,137.65217391304347,-39.65217391304347,0.2880606443461781,False,True,False
99,STL,Mardy Gilyard,WR,23.0,2012.0,0,0,0,1.0,0.61328125,4,0,0.6,0,0.0,23.0,2012.0,0,0.0,WR,SKILL,0,0,1.0,0.007936507936507936,444,1.0,52.68998015873016,129.13846153846154,-30.13846153846154,0.23338098641887065,False,False,True
100,MIN,Everson Griffen,DE,22.0,2021.0,0,4,6,67.0,0.609375,4,0,0.4,6,0.4,3.6666666666666665,2021.0,0,0.0,DE,LINE,0,1,67.0,0.5317460317460317,4,0.006772009029345372,47.14536081550754,119.0377358490566,-19.037735849056602,0.15993025836107147,True,False,False
101,TAM,Mike Williams,WR,23.0,2014.0,0,0,3,25.0,0.60546875,4,0,0.6,3,0.2,7.666666666666667,2014.0,0,0.0,WR,SKILL,0,0,25.0,0.1984126984126984,444,1.0,56.18700396825397,129.13846153846154,-28.13846153846154,0.21789373361925188,False,False,True
102,HOU,Darryl Sharpton,LB,22.0,2014.0,0,0,1,10.0,0.6015625,4,0,0.4,1,0.06666666666666667,22.0,2014.0,0,0.0,LB,OTHER,0,0,10.0,0.07936507936507936,444,1.0,57.64980158730159,117.67796610169492,-15.67796610169492,0.13322771136396375,False,True,False
103,WAS,Perry Riley,LB,22.0,2016.0,0,0,6,30.0,0.59765625,4,0,0.4,6,0.4,3.6666666666666665,2016.0,0,0.0,LB,OTHER,0,0,30.0,0.23809523809523808,444,1.0,60.66815476190476,117.67796610169492,-14.67796610169492,0.12472994382831633,False,True,False
104,TEN,Alterraun Verner,DB,21.0,2017.0,0,1,4,33.0,0.59375,4,0,0.2,4,0.26666666666666666,5.25,2017.0,0,0.0,DB,OTHER,0,1,33.0,0.2619047619047619,26,0.056433408577878104,46.116763409652805,129.9814814814815,-25.981481481481495,0.1998860236500927,False,True,False
105,PHI,Trevard Lindley,DB,24.0,2010.0,0,0,0,1.0,0.58984375,4,0,0.8,0,0.0,24.0,2010.0,0,0.0,DB,OTHER,0,1,1.0,0.007936507936507936,444,1.0,47.75248015873016,129.9814814814815,-24.981481481481495,0.19219262003134358,False,True,False
106,OAK,Bruce Campbell,T,22.0,2012.0,0,0,0,1.0,0.5859375,4,0,0.4,0,0.0,22.0,2012.0,0,0.0,T,OTHER,0,0,1.0,0.007936507936507936,444,1.0,55.59623015873016,110.17073170731707,-4.170731707317074,0.03785698472437459,False,True,False
107,BUF,Marcus Easley,WR,22.0,2015.0,0,0,0,1.0,0.58203125,4,0,0.4,0,0.0,22.0,2015.0,0,0.0,WR,SKILL,0,0,1.0,0.007936507936507936,444,1.0,55.43998015873016,129.13846153846154,-22.13846153846154,0.17143197522039555,False,False,True
108,OAK,Jacoby Ford,WR,23.0,2013.0,0,0,1,12.0,0.578125,4,0,0.6,1,0.06666666666666667,23.0,2013.0,0,0.0,WR,SKILL,0,0,12.0,0.09523809523809523,444,1.0,53.029761904761905,129.13846153846154,-21.13846153846154,0.16368834882058617,False,False,True
109,CHI,Corey Wootton,DE,23.0,2014.0,0,0,1,14.0,0.57421875,4,0,0.6,1,0.06666666666666667,23.0,2014.0,0,0.0,DE,LINE,0,1,14.0,0.1111111111111111,444,1.0,53.19097222222222,119.0377358490566,-10.037735849056602,0.08432398161356791,True,False,False
