draft_pick,team,name,pos,age,ht,wt,college,college/yrs,meets,draft_value_score,draft_round,is_early_pick,age_normalized,college_years_numeric,college_years_normalized,age_experience_ratio,height_numeric,weight_numeric,bmi,position,position_tier,is_qb,is_defensive,meets_numeric,meets_normalized,college_frequency,college_frequency_normalized,scout_grade,position_avg_pick,pick_vs_position_avg,draft_predictability,pos_tier_LINE,pos_tier_OTHER,pos_tier_SKILL
80,WAS,Kevin Barnes,DB,22.0,2012.0,0,0,0,3.0,0.6875,3,0,0.4,0,0.0,22.0,2012.0,0,0.0,DB,OTHER,0,1,3.0,0.023809523809523808,444,1.0,59.976190476190474,129.9814814814815,-49.981481481481495,0.3845277105000713,False,True,False
81,TAM,Roy Miller,DT,22.0,2017.0,0,0,5,33.0,0.68359375,3,0,0.4,5,0.3333333333333333,4.4,2017.0,0,0.0,DT,LINE,0,1,33.0,0.2619047619047619,444,1.0,64.58184523809524,118.3076923076923,-37.30769230769231,0.3153446033810143,True,False,False
82,DET,Derrick Williams,WR,23.0,2010.0,0,0,0,0.0,0.6796875,3,0,0.6,0,0.0,23.0,2010.0,0,0.0,WR,SKILL,0,0,0.0,0.0,444,1.0,55.1875,129.13846153846154,-47.13846153846154,0.3650226352156302,False,False,True
83,NWE,Brandon Tate,WR,21.0,2018.0,0,0,1,16.0,0.67578125,3,0,0.2,1,0.06666666666666667,21.0,2018.0,0,0.0,WR,SKILL,0,0,16.0,0.12698412698412698,444,1.0,65.57093253968254,129.13846153846154,-46.13846153846154,0.35727900881582086,False,False,True
84,PIT,Mike Wallace,WR,23.0,2018.0,0,1,8,57.0,0.671875,3,0,0.6,8,0.5333333333333333,2.875,2018.0,0,0.0,WR,SKILL,0,0,57.0,0.4523809523809524,26,0.056433408577878104,45.051287219176615,129.13846153846154,-45.13846153846154,0.34953538241601145,False,False,True
85,NYG,Ramses Barden,WR,23.0,2012.0,0,0,0,5.0,0.66796875,3,0,0.6,0,0.0,23.0,2012.0,0,0.0,WR,SKILL,0,0,5.0,0.03968253968253968,444,1.0,55.51240079365079,129.13846153846154,-44.13846153846154,0.34179175601620204,False,False,True
86,MIN,Asher Allen,DB,21.0,2011.0,0,0,2,8.0,0.6640625,3,0,0.2,2,0.13333333333333333,10.5,2011.0,0,0.0,DB,OTHER,0,1,8.0,0.06349206349206349,444,1.0,63.83234126984127,129.9814814814815,-43.981481481481495,0.33836728878757666,False,True,False
87,MIA,Patrick Turner,WR,22.0,2012.0,0,0,0,1.0,0.66015625,3,0,0.4,0,0.0,22.0,2012.0,0,0.0,WR,SKILL,0,0,1.0,0.007936507936507936,444,1.0,58.56498015873016,129.13846153846154,-42.13846153846154,0.3263045032165833,False,False,True
88,BAL,Lardarius Webb,DB,23.0,2017.0,0,0,5,36.0,0.65625,3,0,0.6,5,0.3333333333333333,4.6,2017.0,0,0.0,DB,OTHER,0,1,36.0,0.2857142857142857,444,1.0,59.964285714285715,129.9814814814815,-41.981481481481495,0.3229804815500784,False,True,False
89,TEN,Jared Cook,TE,22.0,2021.0,0,2,5,48.0,0.65234375,3,0,0.4,5,0.3333333333333333,4.4,2021.0,0,0.0,TE,SKILL,0,0,48.0,0.38095238095238093,14,0.029345372460496615,46.29970506825755,149.6578947368421,-60.65789473684211,0.40531035695445755,False,False,True
90,ATL,Chris Owens,DB,22.0,2015.0,0,0,1,11.0,0.6484375,3,0,0.4,1,0.06666666666666667,22.0,2015.0,0,0.0,DB,OTHER,0,1,11.0,0.0873015873015873,444,1.0,59.68353174603175,129.9814814814815,-39.981481481481495,0.3075936743125802,False,True,False
91,SEA,Deon Butler,WR,23.0,2012.0,0,0,1,4.0,0.64453125,3,0,0.6,1,0.06666666666666667,23.0,2012.0,0,0.0,WR,SKILL,0,0,4.0,0.031746031746031744,444,1.0,54.41617063492063,129.13846153846154,-38.13846153846154,0.29532999761734574,False,False,True
92,IND,Jerraud Powers,DB,22.0,2016.0,0,0,7,30.0,0.640625,3,0,0.4,7,0.4666666666666667,3.142857142857143,2016.0,0,0.0,DB,OTHER,0,1,30.0,0.23809523809523808,444,1.0,62.38690476190476,129.9814814814815,-37.981481481481495,0.292206867075082,False,True,False
93,CAR,Corvey Irvin,DT,24.0,2013.0,0,0,0,1.0,0.63671875,3,0,0.8,0,0.0,24.0,2013.0,0,0.0,DT,LINE,0,1,1.0,0.007936507936507936,444,1.0,49.62748015873016,118.3076923076923,-25.307692307692307,0.21391417425227569,True,False,False
94,TEN,Ryan Mouton,DB,22.0,2012.0,0,0,0,4.0,0.6328125,3,0,0.4,0,0.0,22.0,2012.0,0,0.0,DB,OTHER,0,1,4.0,0.031746031746031744,444,1.0,57.94742063492063,129.9814814814815,-35.981481481481495,0.2768200598375838,False,True,False
95,ARI,Rashad Johnson,DB,23.0,2016.0,0,0,4,25.0,0.62890625,3,0,0.6,4,0.26666666666666666,5.75,2016.0,0,0.0,DB,OTHER,0,1,25.0,0.1984126984126984,444,1.0,57.12450396825397,129.9814814814815,-34.981481481481495,0.2691266562188347,False,True,False
96,PIT,Keenan Lewis,DB,23.0,2015.0,0,0,3,22.0,0.625,3,0,0.6,3,0.2,7.666666666666667,2015.0,0,0.0,DB,OTHER,0,1,22.0,0.1746031746031746,444,1.0,56.492063492063494,129.9814814814815,-33.981481481481495,0.26143325260008554,False,True,False
97,NWE,Tyrone McKenzie,LB,23.0,2012.0,0,0,0,1.0,0.62109375,4,0,0.6,0,0.0,23.0,2012.0,0,0.0,LB,OTHER,0,0,1.0,0.007936507936507936,444,1.0,53.00248015873016,117.67796610169492,-20.67796610169492,0.17571654904220083,False,True,False
98,CIN,Chase Coffman,TE,22.0,2016.0,0,0,0,0.0,0.6171875,4,0,0.4,0,0.0,22.0,2016.0,0,0.0,TE,SKILL,0,0,0.0,0.0,444,1.0,56.6875,149.6578947368421,-51.65789473684211,0.3451732020397398,False,False,True
99,CHI,Juaquin Iglesias,WR,22.0,2009.0,0,0,0,0.0,0.61328125,4,0,0.4,0,0.0,22.0,2009.0,0,0.0,WR,SKILL,0,0,0.0,0.0,444,1.0,56.53125,129.13846153846154,-30.13846153846154,0.23338098641887065,False,False,True
100,NYG,Travis Beckum,TE,22.0,2012.0,0,0,0,2.0,0.609375,4,0,0.4,0,0.0,22.0,2012.0,0,0.0,TE,SKILL,0,0,2.0,0.015873015873015872,444,1.0,56.692460317460316,149.6578947368421,-49.65789473684211,0.3318093898364692,False,False,True
101,DAL,Stephen McGee,QB,23.0,2011.0,0,0,0,2.0,0.60546875,4,0,0.6,0,0.0,23.0,2011.0,0,0.0,QB,SKILL,1,0,2.0,0.015873015873015872,444,1.0,52.536210317460316,129.25,-28.25,0.218568665377176,False,False,True
102,KAN,Donald Washington,DB,23.0,2011.0,0,0,0,4.0,0.6015625,4,0,0.6,0,0.0,23.0,2011.0,0,0.0,DB,OTHER,0,1,4.0,0.031746031746031744,444,1.0,52.69742063492063,129.9814814814815,-27.981481481481495,0.21527283088759092,False,True,False
103,STL,Darell Scott,DT,23.0,2011.0,0,0,0,5.0,0.59765625,4,0,0.6,0,0.0,23.0,2011.0,0,0.0,DT,LINE,0,1,5.0,0.03968253968253968,444,1.0,52.69990079365079,118.3076923076923,-15.307692307692307,0.1293888166449935,True,False,False
104,CLE,Kaluka Maiava,LB,22.0,2014.0,0,0,1,13.0,0.59375,4,0,0.4,1,0.06666666666666667,22.0,2014.0,0,0.0,LB,OTHER,0,0,13.0,0.10317460317460317,444,1.0,57.81349206349206,117.67796610169492,-13.67796610169492,0.11623217629266891,False,True,False
105,CHI,Henry Melton,DE,22.0,2015.0,0,1,2,25.0,0.58984375,4,0,0.4,2,0.13333333333333333,11.0,2015.0,0,0.0,DE,LINE,0,1,25.0,0.1984126984126984,26,0.056433408577878104,40.69067213981153,119.0377358490566,-14.037735849056602,0.11792677127912506,True,False,False
106,CIN,Jonathan Luigs,C,23.0,2009.0,0,0,0,1.0,0.5859375,4,0,0.6,0,0.0,23.0,2009.0,0,0.0,C,LINE,0,0,1.0,0.007936507936507936,444,1.0,51.59623015873016,138.06666666666666,-32.06666666666666,0.23225494929985513,True,False,False
107,JAX,Mike Thomas,WR,22.0,2012.0,0,0,2,21.0,0.58203125,4,0,0.4,2,0.13333333333333333,11.0,2012.0,0,0.0,WR,SKILL,0,0,21.0,0.16666666666666666,444,1.0,58.614583333333336,129.13846153846154,-22.13846153846154,0.17143197522039555,False,False,True
108,MIA,Brian Hartline,WR,22.0,2015.0,0,0,5,32.0,0.578125,4,0,0.4,5,0.3333333333333333,4.4,2015.0,0,0.0,WR,SKILL,0,0,32.0,0.25396825396825395,444,1.0,60.204365079365076,129.13846153846154,-21.13846153846154,0.16368834882058617,False,False,True
109,GNB,T.J. Lang,T,21.0,2018.0,0,2,7,61.0,0.57421875,4,0,0.2,7,0.4666666666666667,3.0,2018.0,0,0.0,T,OTHER,0,0,61.0,0.48412698412698413,14,0.029345372460496615,49.238197131749615,110.17073170731707,-1.1707317073170742,0.01062652202789463,False,True,False
110,DAL,Victor Butler,LB,22.0,2014.0,0,0,0,6.0,0.5703125,4,0,0.4,0,0.0,22.0,2014.0,0,0.0,LB,OTHER,0,0,6.0,0.047619047619047616,444,1.0,55.76488095238095,117.67796610169492,-7.6779661016949206,0.06524557107878443,False,True,False
111,CAR,Mike Goodson,RB,22.0,2013.0,0,0,0,7.0,0.56640625,4,0,0.4,0,0.0,22.0,2013.0,0,0.0,RB,SKILL,0,0,7.0,0.05555555555555555,444,1.0,55.767361111111114,136.73684210526315,-25.73684210526315,0.18822170900692836,False,False,True
112,HOU,Glover Quin,DB,23.0,2018.0,0,1,10,51.0,0.5625,4,0,0.6,10,0.6666666666666666,2.3,2018.0,0,0.0,DB,OTHER,0,1,51.0,0.40476190476190477,26,0.056433408577878104,39.72390626679566,129.9814814814815,-17.981481481481495,0.13833879470009983,False,True,False
113,SDG,Vaughn Martin,DT,23.0,2013.0,0,0,2,12.0,0.55859375,4,0,0.6,2,0.13333333333333333,11.5,2013.0,0,0.0,DT,LINE,0,1,12.0,0.09523809523809523,444,1.0,52.248511904761905,118.3076923076923,-5.307692307692307,0.04486345903771131,True,False,False
114,DEN,David Bruton,DB,22.0,2016.0,0,0,0,10.0,0.5546875,4,0,0.4,0,0.0,22.0,2016.0,0,0.0,DB,OTHER,0,1,10.0,0.07936507936507936,444,1.0,55.77480158730159,129.9814814814815,-15.981481481481495,0.12295198746260161,False,True,False
115,DET,Sammie Lee Hill,DT,22.0,2015.0,0,0,3,21.0,0.55078125,4,0,0.4,3,0.2,7.333333333333333,2015.0,0,0.0,DT,LINE,0,1,21.0,0.16666666666666666,444,1.0,57.364583333333336,118.3076923076923,-3.3076923076923066,0.027958387516254866,True,False,False
116,NOR,Chip Vaughn,DB,23.0,2010.0,0,0,0,0.0,0.546875,4,0,0.6,0,0.0,23.0,2010.0,0,0.0,DB,OTHER,0,1,0.0,0.0,444,1.0,49.875,129.9814814814815,-13.981481481481495,0.10756518022510339,False,True,False
117,TAM,Kyle Moore,DE,22.0,2012.0,0,0,1,8.0,0.54296875,4,0,0.4,1,0.06666666666666667,22.0,2012.0,0,0.0,DE,LINE,0,1,8.0,0.06349206349206349,444,1.0,54.98859126984127,119.0377358490566,-2.0377358490566024,0.017118402282453628,True,False,False
118,NOR,Stanley Arnoux,LB,22.0,2010.0,0,0,0,1.0,0.5390625,4,0,0.4,0,0.0,22.0,2010.0,0,0.0,LB,OTHER,0,0,1.0,0.007936507936507936,444,1.0,53.72123015873016,117.67796610169492,0.32203389830507945,0.002736569206394885,False,True,False
119,CHI,D.J. Moore,DB,22.0,2013.0,0,0,0,6.0,0.53515625,4,0,0.4,0,0.0,22.0,2013.0,0,0.0,DB,OTHER,0,1,6.0,0.047619047619047616,444,1.0,54.35863095238095,129.9814814814815,-10.981481481481495,0.08448496936885606,False,True,False
120,DAL,Brandon Williams,DE,21.0,2010.0,0,0,0,0.0,0.53125,4,0,0.2,0,0.0,21.0,2010.0,0,0.0,DE,LINE,0,1,0.0,0.0,444,1.0,57.25,119.0377358490566,0.9622641509433976,0.00808368996671423,True,False,False
121,BUF,Shawn Nelson,TE,23.0,2010.0,0,0,1,1.0,0.52734375,4,0,0.6,1,0.06666666666666667,23.0,2010.0,0,0.0,TE,SKILL,0,0,1.0,0.007936507936507936,444,1.0,49.25248015873016,149.6578947368421,-28.65789473684211,0.1914893617021277,False,False,True
122,HOU,Anthony Hill,TE,24.0,2011.0,0,0,0,0.0,0.5234375,4,0,0.8,0,0.0,24.0,2011.0,0,0.0,TE,SKILL,0,0,0.0,0.0,444,1.0,44.9375,149.6578947368421,-27.65789473684211,0.1848074556004924,False,False,True
123,NWE,Rich Ohrnberger,G,23.0,2014.0,0,0,1,8.0,0.51953125,4,0,0.6,1,0.06666666666666667,23.0,2014.0,0,0.0,G,OTHER,0,0,8.0,0.06349206349206349,444,1.0,50.05109126984127,137.65217391304347,-14.65217391304347,0.1064434617814276,False,True,False
124,OAK,Louis Murphy,WR,22.0,2017.0,0,0,1,19.0,0.515625,4,0,0.4,1,0.06666666666666667,22.0,2017.0,0,0.0,WR,SKILL,0,0,19.0,0.15079365079365079,444,1.0,55.64087301587301,129.13846153846154,-5.1384615384615415,0.039790326423635954,False,False,True
125,ATL,Lawrence Sidbury,DE,23.0,2015.0,0,0,0,5.0,0.51171875,4,0,0.6,0,0.0,23.0,2015.0,0,0.0,DE,LINE,0,1,5.0,0.03968253968253968,444,1.0,49.26240079365079,119.0377358490566,5.962264150943398,0.050087177048660655,True,False,False
126,OAK,Slade Norris,DE,23.0,2010.0,0,0,0,0.0,0.5078125,4,0,0.6,0,0.0,23.0,2010.0,0,0.0,DE,LINE,0,1,0.0,0.0,444,1.0,48.3125,119.0377358490566,6.962264150943398,0.05848787446504994,True,False,False
127,IND,Austin Collie,WR,23.0,2013.0,0,0,0,18.0,0.50390625,4,0,0.6,0,0.0,23.0,2013.0,0,0.0,WR,SKILL,0,0,18.0,0.14285714285714285,444,1.0,51.013392857142854,129.13846153846154,-2.1384615384615415,0.01655944722420779,False,False,True
128,CAR,Tony Fiammetta,RB,23.0,2014.0,0,0,2,1.0,0.5,4,0,0.6,2,0.13333333333333333,11.5,2014.0,0,0.0,RB,SKILL,0,0,1.0,0.007936507936507936,444,1.0,48.15873015873016,136.73684210526315,-8.73684210526315,0.06389530408006154,False,False,True
129,NYG,Andre Brown,RB,22.0,2013.0,0,0,1,7.0,0.49609375,5,0,0.4,1,0.06666666666666667,22.0,2013.0,0,0.0,RB,SKILL,0,0,7.0,0.05555555555555555,444,1.0,52.954861111111114,136.73684210526315,-7.73684210526315,0.05658198614318702,False,False,True
130,TEN,Gerald McRath,LB,23.0,2011.0,0,0,1,7.0,0.4921875,5,0,0.6,1,0.06666666666666667,23.0,2011.0,0,0.0,LB,OTHER,0,0,7.0,0.05555555555555555,444,1.0,48.798611111111114,117.67796610169492,12.32203389830508,0.10470977963416386,False,True,False
131,ARI,Greg Toler,DB,24.0,2016.0,0,0,4,21.0,0.48828125,5,0,0.8,4,0.26666666666666666,6.0,2016.0,0,0.0,DB,OTHER,0,1,21.0,0.16666666666666666,444,1.0,46.864583333333336,129.9814814814815,1.0185185185185048,0.007835874056133247,False,True,False
132,DEN,Seth Olsen,G,23.0,2012.0,0,0,0,3.0,0.484375,5,0,0.6,0,0.0,23.0,2012.0,0,0.0,G,OTHER,0,0,3.0,0.023809523809523808,444,1.0,47.851190476190474,137.65217391304347,-5.65217391304347,0.041061276058117435,False,True,False
133,SDG,Tyronne Green,G,23.0,2012.0,0,0,2,15.0,0.48046875,5,0,0.6,2,0.13333333333333333,11.5,2012.0,0,0.0,G,OTHER,0,0,15.0,0.11904761904761904,444,1.0,49.59970238095238,137.65217391304347,-4.65217391304347,0.03379658875552742,False,True,False
134,SDG,Gartrell Johnson,RB,23.0,2010.0,0,0,0,0.0,0.4765625,5,0,0.6,0,0.0,23.0,2010.0,0,0.0,RB,SKILL,0,0,0.0,0.0,444,1.0,47.0625,136.73684210526315,-2.7368421052631504,0.02001539645881442,False,False,True
135,TEN,Troy Kropog,T,23.0,2012.0,0,0,0,0.0,0.47265625,5,0,0.6,0,0.0,23.0,2012.0,0,0.0,T,OTHER,0,0,0.0,0.0,444,1.0,46.90625,110.17073170731707,24.829268292682926,0.2253708213415984,False,True,False
136,IND,Terrance Taylor,DT,23.0,2014.0,0,0,0,9.0,0.46875,5,0,0.6,0,0.0,22.0,2014.0,0,0.0,DT,LINE,0,1,9.0,0.07142857142857142,444,1.0,50.03125,118.3076923076923,17.692307692307693,0.14954486345903772,True,False,False
137,BAL,Jason Phillips,LB,23.0,2012.0,0,0,0,3.0,0.46484375,5,0,0.6,0,0.0,23.0,2012.0,0,0.0,LB,OTHER,0,0,3.0,0.023809523809523808,444,1.0,47.069940476190474,117.67796610169492,19.32203389830508,0.16419415238369575,False,True,False
138,ATL,William Middleton,DB,23.0,2012.0,0,0,1,8.0,0.4609375,5,0,0.6,1,0.06666666666666667,23.0,2012.0,0,0.0,DB,OTHER,0,1,8.0,0.06349206349206349,444,1.0,47.70734126984127,129.9814814814815,8.018518518518505,0.061689699387377006,False,True,False
139,KAN,Colin Brown,T,24.0,2013.0,0,0,0,3.0,0.45703125,5,0,0.8,0,0.0,24.0,2013.0,0,0.0,T,OTHER,0,0,3.0,0.023809523809523808,444,1.0,42.757440476190474,110.17073170731707,28.829268292682926,0.261678104936905,False,True,False
140,CHI,Johnny Knox,WR,22.0,2011.0,0,1,2,20.0,0.453125,5,0,0.4,2,0.13333333333333333,11.0,2011.0,0,0.0,WR,SKILL,0,0,20.0,0.15873015873015872,26,0.056433408577878104,34.42827134616074,129.13846153846154,10.861538461538458,0.08410769597331424,False,False,True
141,DEN,Kenny McKinley,WR,22.0,2009.0,0,0,0,0.0,0.44921875,5,0,0.4,0,0.0,22.0,2009.0,0,0.0,WR,SKILL,0,0,0.0,0.0,444,1.0,49.96875,129.13846153846154,11.861538461538458,0.09185132237312363,False,False,True
142,CIN,Kevin Huber,P,24.0,2022.0,0,1,1,23.0,0.4453125,5,0,0.8,1,0.06666666666666667,24.0,2022.0,0,0.0,P,OTHER,0,0,23.0,0.18253968253968253,26,0.056433408577878104,26.591961822351216,169.8,-27.80000000000001,0.1637220259128387,False,True,False
143,DAL,DeAngelo Smith,DB,23.0,2009.0,0,0,0,1.0,0.44140625,5,0,0.6,0,0.0,23.0,2009.0,0,0.0,DB,OTHER,0,1,1.0,0.007936507936507936,444,1.0,45.81498015873016,129.9814814814815,13.018518518518505,0.10015671748112255,False,True,False
144,JAX,Jarett Dillard,WR,23.0,2011.0,0,0,0,4.0,0.4375,5,0,0.6,0,0.0,23.0,2011.0,0,0.0,WR,SKILL,0,0,4.0,0.031746031746031744,444,1.0,46.13492063492063,129.13846153846154,14.861538461538458,0.11508220157255179,False,False,True
145,GNB,Quinn Johnson,RB,22.0,2013.0,0,0,1,0.0,0.43359375,5,0,0.4,1,0.06666666666666667,22.0,2013.0,0,0.0,RB,SKILL,0,0,0.0,0.0,444,1.0,49.34375,136.73684210526315,8.26315789473685,0.060431100846805294,False,False,True
146,SFO,Scott McKillop,LB,23.0,2009.0,0,0,0,2.0,0.4296875,5,0,0.6,0,0.0,23.0,2009.0,0,0.0,LB,OTHER,0,0,2.0,0.015873015873015872,444,1.0,45.504960317460316,117.67796610169492,28.32203389830508,0.24067406020452248,False,True,False
147,BUF,Nic Harris,LB,22.0,2010.0,0,0,0,5.0,0.42578125,5,0,0.4,0,0.0,22.0,2010.0,0,0.0,LB,OTHER,0,0,5.0,0.03968253968253968,444,1.0,49.82490079365079,117.67796610169492,29.32203389830508,0.2491718277401699,False,True,False
148,SDG,Brandon Hughes,DB,23.0,2013.0,0,0,0,2.0,0.421875,5,0,0.6,0,0.0,23.0,2013.0,0,0.0,DB,OTHER,0,1,2.0,0.015873015873015872,444,1.0,45.192460317460316,129.9814814814815,18.018518518518505,0.1386237355748681,False,True,False
149,BAL,Davon Drew,TE,23.0,2014.0,0,0,0,9.0,0.41796875,5,0,0.6,0,0.0,23.0,2014.0,0,0.0,TE,SKILL,0,0,9.0,0.07142857142857142,444,1.0,50.03125,149.6578947368421,-0.6578947368421098,0.004395990856339049,False,False,True
150,MIN,Jasper Brinkley,LB,24.0,2015.0,0,0,3,21.0,0.4140625,5,0,0.8,3,0.2,8.0,2015.0,0,0.0,LB,OTHER,0,0,21.0,0.16666666666666666,444,1.0,43.895833333333336,117.67796610169492,32.32203389830508,0.27466513034711215,False,True,False
151,NYG,Rhett Bomar,QB,24.0,2014.0,0,0,0,9.0,0.41015625,5,0,0.8,0,0.0,24.0,2014.0,0,0.0,QB,SKILL,1,0,9.0,0.07142857142857142,444,1.0,50.03125,129.25,21.75,0.16827852998065765,False,False,True
152,HOU,James Casey,TE,24.0,2015.0,0,0,1,7.0,0.40625,5,0,0.8,1,0.06666666666666667,24.0,2015.0,0,0.0,TE,SKILL,0,0,7.0,0.05555555555555555,444,1.0,41.361111111111114,149.6578947368421,2.3421052631578902,0.015649727448566877,False,False,True
153,PHI,Cornelius Ingram,TE,24.0,2014.0,0,0,0,9.0,0.40234375,5,0,0.8,0,0.0,24.0,2014.0,0,0.0,TE,SKILL,0,0,9.0,0.07142857142857142,444,1.0,50.03125,149.6578947368421,3.3421052631578902,0.022331633550202186,False,False,True
154,CHI,Marcus Freeman,LB,23.0,2014.0,0,0,0,9.0,0.3984375,5,0,0.6,0,0.0,22.0,2014.0,0,0.0,LB,OTHER,0,0,9.0,0.07142857142857142,444,1.0,50.03125,117.67796610169492,36.32203389830508,0.3086562004897018,False,True,False
155,TAM,Xavier Fulton,T,23.0,2014.0,0,0,0,9.0,0.39453125,5,0,0.6,0,0.0,23.0,2014.0,0,0.0,T,OTHER,0,0,9.0,0.07142857142857142,444,1.0,50.03125,110.17073170731707,44.829268292682926,0.4069072393181315,False,True,False
156,ATL,Garrett Reynolds,T,22.0,2016.0,0,0,2,18.0,0.390625,5,0,0.4,2,0.13333333333333333,11.0,2016.0,0,0.0,T,OTHER,0,0,18.0,0.14285714285714285,444,1.0,50.482142857142854,110.17073170731707,45.829268292682926,0.41598406021695816,False,True,False
157,PHI,Victor Harris,DB,23.0,2010.0,0,0,0,3.0,0.38671875,5,0,0.6,0,0.0,23.0,2010.0,0,0.0,DB,OTHER,0,1,3.0,0.023809523809523808,444,1.0,43.944940476190474,129.9814814814815,27.018518518518505,0.20786436814361006,False,True,False
158,WAS,Cody Glenn,LB,22.0,2010.0,0,0,0,2.0,0.3828125,5,0,0.4,0,0.0,22.0,2010.0,0,0.0,LB,OTHER,0,0,2.0,0.015873015873015872,444,1.0,47.629960317460316,117.67796610169492,40.32203389830508,0.34264727063229145,False,True,False
159,PHI,Fenuki Tupou,T,24.0,2014.0,0,0,0,9.0,0.37890625,5,0,0.8,0,0.0,24.0,2014.0,0,0.0,T,OTHER,0,0,9.0,0.07142857142857142,444,1.0,50.03125,110.17073170731707,48.829268292682926,0.4432145229134381,False,True,False
160,STL,Brooks Foster,WR,23.0,2014.0,0,0,0,9.0,0.375,5,0,0.6,0,0.0,23.0,2014.0,0,0.0,WR,SKILL,0,0,9.0,0.07142857142857142,444,1.0,50.03125,129.13846153846154,30.86153846153846,0.238980223969502,False,False,True
161,MIA,John Nalbone,TE,23.0,2010.0,0,0,0,0.0,0.37109375,5,0,0.6,0,0.0,23.0,2010.0,0,0.0,TE,SKILL,0,0,0.0,0.0,444,1.0,42.84375,149.6578947368421,11.34210526315789,0.07578688236328465,False,False,True
162,GNB,Jamon Meredith,T,23.0,2015.0,0,0,2,14.0,0.3671875,5,0,0.6,2,0.13333333333333333,11.5,2015.0,0,0.0,T,OTHER,0,0,14.0,0.1111111111111111,444,1.0,44.90972222222222,110.17073170731707,51.829268292682926,0.4704449856099181,False,True,False
163,CAR,Duke Robinson,G,22.0,2014.0,0,0,0,9.0,0.36328125,5,0,0.4,0,0.0,22.0,2014.0,0,0.0,G,OTHER,0,0,9.0,0.07142857142857142,444,1.0,50.03125,137.65217391304347,25.34782608695653,0.18414403032217316,False,True,False
164,NOR,Thomas Morstead,P,23.0,2025.0,0,1,2,29.0,0.359375,5,0,0.6,2,0.13333333333333333,11.5,2025.0,0,0.0,P,OTHER,0,0,29.0,0.23015873015873015,26,0.056433408577878104,28.106842774732165,169.8,-5.800000000000011,0.034157832744405245,False,True,False
165,MIA,Chris Clemons,DB,23.0,2015.0,0,0,3,20.0,0.35546875,5,0,0.6,3,0.2,7.666666666666667,2015.0,0,0.0,DB,OTHER,0,1,20.0,0.15873015873015872,444,1.0,45.39335317460318,129.9814814814815,35.018518518518505,0.26941159709360296,False,True,False
166,DAL,Michael Hamlin,DB,23.0,2010.0,0,0,0,0.0,0.3515625,5,0,0.6,0,0.0,23.0,2010.0,0,0.0,DB,OTHER,0,1,0.0,0.0,444,1.0,42.0625,129.9814814814815,36.018518518518505,0.27710500071235206,False,True,False
167,ARI,Herman Johnson,T,24.0,2014.0,0,0,0,9.0,0.34765625,5,0,0.8,0,0.0,24.0,2014.0,0,0.0,T,OTHER,0,0,9.0,0.07142857142857142,444,1.0,50.03125,110.17073170731707,56.829268292682926,0.5158290901040513,False,True,False
168,PIT,Joe Burnett,DB,22.0,2009.0,0,0,0,1.0,0.34375,5,0,0.4,0,0.0,22.0,2009.0,0,0.0,DB,OTHER,0,1,1.0,0.007936507936507936,444,1.0,45.90873015873016,129.9814814814815,38.018518518518505,0.29249180794985025,False,True,False
169,PIT,Frank Summers,RB,24.0,2014.0,0,0,1,1.0,0.33984375,5,0,0.8,1,0.06666666666666667,24.0,2014.0,0,0.0,RB,SKILL,0,0,1.0,0.007936507936507936,444,1.0,37.75248015873016,136.73684210526315,32.26315789473685,0.23595073133179376,False,False,True
170,NWE,George Bussey,T,24.0,2014.0,0,0,0,9.0,0.3359375,5,0,0.8,0,0.0,24.0,2014.0,0,0.0,T,OTHER,0,0,9.0,0.07142857142857142,444,1.0,50.03125,110.17073170731707,59.829268292682926,0.5430595528005313,False,True,False
171,SFO,Nate Davis,QB,22.0,2014.0,0,0,0,9.0,0.33203125,5,0,0.4,0,0.0,22.0,2014.0,0,0.0,QB,SKILL,1,0,9.0,0.07142857142857142,444,1.0,50.03125,129.25,41.75,0.3230174081237911,False,False,True
172,DAL,David Buehler,K,22.0,2011.0,0,0,0,2.0,0.328125,5,0,0.4,0,0.0,22.0,2011.0,0,0.0,K,OTHER,0,0,2.0,0.015873015873015872,444,1.0,45.442460317460316,216.66666666666666,-44.66666666666666,0.20615384615384613,False,True,False
173,TEN,Javon Ringer,RB,22.0,2012.0,0,0,0,5.0,0.32421875,5,0,0.4,0,0.0,22.0,2012.0,0,0.0,RB,SKILL,0,0,5.0,0.03968253968253968,444,1.0,45.76240079365079,136.73684210526315,36.26315789473685,0.2652040030792918,False,False,True
174,DEN,Tom Brandstater,QB,24.0,2011.0,0,0,0,0.0,0.3203125,5,0,0.8,0,0.0,24.0,2011.0,0,0.0,QB,SKILL,1,0,0.0,0.0,444,1.0,36.8125,129.25,44.75,0.34622823984526113,False,False,True
175,KAN,Quinten Lawrence,WR,24.0,2009.0,0,0,0,0.0,0.31640625,5,0,0.8,0,0.0,24.0,2009.0,0,0.0,WR,SKILL,0,0,0.0,0.0,444,1.0,36.65625,129.13846153846154,45.86153846153846,0.3551346199666428,False,False,True
176,ATL,Spencer Adkins,LB,22.0,2011.0,0,0,0,2.0,0.3125,5,0,0.4,0,0.0,22.0,2011.0,0,0.0,LB,OTHER,0,0,2.0,0.015873015873015872,444,1.0,44.817460317460316,117.67796610169492,58.32203389830508,0.4956070862739449,False,True,False
